Total Number of Aligned Reads:	162980	Total Number of Mapped Genomes:	1045
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|349741|org|Akkermansia_muciniphila_ATCC_BAA-835	0.2644829236805705	0.05523990673702295	9003.0	0.05523990673702295	0.0	0.2644829236805706	0.0552307031537612	9001.5	0.05523377101484845	0.0
ti|420247|org|Methanobrevibacter_smithii_ATCC_35061	0.2264399266062237	0.036366425328261134	5927.0	0.036366425328261134	0.0	0.22643992021586673	0.036341882439563135	5923.0	0.036341882439563135	0.0
ti|657323|org|Ruminococcus_sp._SR1/5	0.1286081569140543	0.0998466069456375	16273.0	0.099791385446067	5.522149957049945e-05	0.12038878253052171	0.031018120832822023	5055.333333333333	0.0300711743772242	0.0010553442140139894
ti|657322|org|Faecalibacterium_prausnitzii_SL3/3	0.0744478962058051	0.041428396122223585	6752.0	0.04123205301263959	0.00019634310958399804	0.07444789593110408	0.03427107620566941	5585.5	0.03400417229107866	0.000300650386550497
ti|435590|org|Bacteroides_vulgatus_ATCC_8482	0.06555380982612925	0.03189348386305068	5198.0	0.03189348386305068	0.0	0.06554972444844706	0.013216345563872864	2153.9999999999995	0.012394158792489876	0.00100625843661799
ti|245018|org|butyrate-producing_bacterium_SSC/2	0.05483853844688977	0.03862437108847711	6295.0	0.038587556755430116	3.681433304699963e-05	0.05483841726337243	0.01750419274348591	2852.8333333333335	0.016400785372438335	0.0011841943796784883
ti|367928|org|Bifidobacterium_adolescentis_ATCC_15703	0.040677788987810354	0.01627193520677384	2652.0	0.01627193520677384	0.0	0.011642531221167256	0.012740959681841942	2076.5216089466	4.908577739599951e-05	0.014517118664866855
ti|717959|org|Alistipes_shahii_WAL_8301	0.02820669503846996	0.02694809179040373	4392.0	0.02694809179040373	0.0	0.023357779002251767	0.023453798012026017	3822.5	0.023745244815314762	2.4542888697999756e-05
ti|657321|org|Ruminococcus_bromii_L2-63	0.027108562214029287	0.09728187507669653	15855.0	0.09711621057798503	0.00016566449871149833	0.027105551088440153	0.050185605595778615	8179.249999999999	0.048306540679838014	0.0020309240397594795
ti|391904|org|Bifidobacterium_longum_subsp._infantis_ATCC_15697_=_JCM_1222	0.02141361626248044	0.0064302368388759355	1048.0	0.0064302368388759355	0.0	0.007035386727537076	0.001192839948668881	194.40905483405425	0.0	0.009872376978770402
ti|515620|org|Eubacterium_eligens_ATCC_27750	0.019146019293339735	0.009393790649159406	1531.0	0.009393790649159406	0.0	0.019146048514870406	0.008329242851883667	1357.5	0.008246410602527917	9.817155479199902e-05
ti|657313|org|Ruminococcus_torques_L2-14	0.014463331948473806	0.00910541170695791	1484.0	0.00910541170695791	0.0	0.014510757313805144	0.010552624043849958	1719.8666666666663	0.00896429009694441	0.001711866486685483
ti|717961|org|Eubacterium_siraeum_V10Sc8a	0.007674950775806452	0.04050803779604859	6602.0	0.0402810160755921	0.00022702172045649773	0.007674334152966864	0.014232830204115024	2319.6666666666665	0.012302122959872376	0.0021413670389004787
ti|585394|org|Roseburia_hominis_A2-183	0.004748197767013642	0.006092772119278439	993.0	0.0060866363971039394	6.135722174499939e-06	0.001959373642147646	0.0014290096944410357	232.9	0.0006565222726714934	0.0010123941587924898
ti|299768|org|Streptococcus_thermophilus_CNRZ1066	0.003992004605947482	0.0016505092649404835	269.0	0.0016505092649404835	0.0	0.0004929094402882319	0.00018919207147824143	30.834523809523787	0.0	0.0014725733218799854
ti|709991|org|Odoribacter_splanchnicus_DSM_20712	0.00381737744837855	0.000509264940483495	83.0	0.000509264940483495	0.0	0.003817377448378558	0.000509264940483495	83.0	0.000509264940483495	0.0
ti|226186|org|Bacteroides_thetaiotaomicron_VPI-5482	0.0037703881855311247	0.021444348999877287	3495.0	0.021444348999877287	0.0	0.00330425495169415	0.018703112856383312	3048.233333333352	0.006565222726714935	0.020444226285433794
ti|903814|org|Eubacterium_limosum_KIST612	0.0028446619139185594	0.012136458461160878	1978.0	0.012136458461160878	0.0	0.002844659599553797	0.004672352435881703	761.5	0.0037489262486194623	0.0010369370474904896
ti|717960|org|Eubacterium_cylindroides_T2-87	0.0024623788491802043	0.0018407166523499816	300.0	0.0018407166523499816	0.0	0.002462378849188507	0.0018499202356117314	301.5	0.0018468523745244815	6.135722174499939e-06
ti|568816|org|Acidaminococcus_intestini_RyC-MR95	0.0015455523812607898	0.0036384832494784636	593.0	0.0036384832494784636	0.0	0.0008806239719508888	0.003205914836176218	522.5	0.003208982697263468	3.067861087249969e-05
ti|717962|org|Coprococcus_catus_GD/7	0.001196875286263603	0.007442630997668426	1213.0	0.007442630997668426	0.0	0.001198086551369091	0.0016745408434572751	272.9166666666667	0.0013498588783899864	0.0003742790526444963
ti|566546|org|Escherichia_coli_W	0.0006822069341928262	0.00012271444348999877	20.0	0.00012271444348999877	0.0	4.373850605260921e-05	6.067738255907747e-06	0.9889199809478446	0.0	0.00010430727696649896
ti|595495|org|Escherichia_coli_KO11FL	0.0003568190807655439	4.295005522149957e-05	7.0	4.295005522149957e-05	0.0	3.5970537508500406e-05	4.1749468717183415e-06	0.6804328411526552	0.0	6.749294391949932e-05
ti|910348|org|Escherichia_coli_P12b	0.00030954588827693637	5.522149957049945e-05	9.0	5.522149957049945e-05	0.0	5.9707104167776296e-05	1.1296821469259957e-05	1.8411559630599876	6.135722174499939e-06	5.522149957049945e-05
ti|742729|org|Bifidobacterium_animalis_subsp._lactis_Bi-07	0.00023736417660494527	9.203583261749909e-05	15.0	9.203583261749909e-05	0.0	4.1086395227230174e-05	8.96497184385269e-06	1.4611111111111112	0.0	6.749294391949932e-05
ti|416870|org|Lactococcus_lactis_subsp._cremoris_MG1363	0.00016354127485221844	0.00020247883175849798	33.0	0.00020247883175849798	0.0	1.8856024456929534e-05	9.627240269036806e-06	1.5690476190476188	0.0	6.135722174499939e-05
ti|479437|org|Eggerthella_lenta_DSM_2243	0.00012369420564003594	0.01201987973984538	1959.0	0.01201987973984538	0.0	0.00012369418945557594	0.011526567677015584	1878.6	0.011492207632838385	4.295005522149957e-05
ti|757424|org|Herbaspirillum_seropedicae_SmR1	0.00010591658957241058	0.0005522149957049945	90.0	0.0005522149957049945	0.0	8.786927807304554e-05	0.0005276721070069947	86.0	0.0005154006626579948	1.2271444348999878e-05
ti|879243|org|Porphyromonas_asaccharolytica_DSM_20707	0.00010148157406484031	1.8407166523499815e-05	3.0	1.8407166523499815e-05	0.0	0.00010148157406484031	1.8407166523499815e-05	3.0	1.8407166523499815e-05	0.0
