Total Number of Aligned Reads:	188799	Total Number of Mapped Genomes:	471
Genome	Final Guess	Final Best Hit	Final Best Hit Read Numbers	Final High Confidence Hits	Final Low Confidence Hits	Initial Guess	Initial Best Hit	Initial Best Hit Read Numbers	Initial High Confidence Hits	Initial Low Confidence Hits
ti|435590|org|Bacteroides_vulgatus_ATCC_8482	0.374861628048663	0.20497460261971726	38699.0	0.20494282279037496	3.177982934231643e-05	0.37484442391789846	0.18434375535181158	34803.91666666667	0.18222554144884243	0.0027012854940968965
ti|657322|org|Faecalibacterium_prausnitzii_SL3/3	0.18996987732193277	0.1089889247294742	20577.0	0.10898362809125048	5.296638223719405e-06	0.1899698717227888	0.1029428121970985	19435.5	0.10280774792239365	0.00014830587026414335
ti|226186|org|Bacteroides_thetaiotaomicron_VPI-5482	0.1495904789445686	0.11172728669113713	21094.0	0.11166902367067622	5.8263020460913455e-05	0.14021860541316658	0.10982005554407952	20733.916666666668	0.08782885502571518	0.026748023029782998
ti|515620|org|Eubacterium_eligens_ATCC_27750	0.09068109226684763	0.0317162696836318	5988.0	0.03170037976896064	1.5889914671158214e-05	0.09068109416783392	0.030936339705189112	5840.749999999999	0.03064634876244048	0.00031779829342316434
ti|515619|org|Eubacterium_rectale_ATCC_33656	0.0799975988984863	0.1120450849845603	21154.0	0.10855989703335293	0.0034851879512073688	0.02559347251764569	0.013133808971445839	2479.650000000003	0.0001006361262506687	0.039904872377502
ti|657315|org|Roseburia_intestinalis_M50/1	0.04718862719969838	0.0292056631655888	5514.0	0.028909051425060513	0.0002966117405282867	0.0208464189076339	0.029076248638322266	5489.566666666606	0.0013612360234958871	0.05168459578705396
ti|272559|org|Bacteroides_fragilis_NCTC_9343	0.028719710326807448	0.005736259196288116	1083.0	0.0057203692816169575	1.5889914671158214e-05	0.01365922567809218	0.005489524132366669	1036.4166666666947	0.00014830587026414335	0.01613356002944931
ti|245018|org|butyrate-producing_bacterium_SSC/2	0.018223031609507924	0.01193332591803982	2253.0	0.011859172982907748	7.415293513207168e-05	0.01822297331856502	0.011843018236325404	2235.95	0.00925852361506152	0.002706582132320616
ti|657313|org|Ruminococcus_torques_L2-14	0.011711064587440425	0.0415150503975127	7838.0	0.04087945381066637	0.0006355965868463287	0.011687849214093533	0.023336899736403977	4405.9833333333345	0.017033988527481607	0.006610204503201818
ti|717959|org|Alistipes_shahii_WAL_8301	0.003994317956944189	0.016366612111292964	3090.0	0.016366612111292964	0.0	0.003203218160011547	0.005063586141875752	956.0	0.005640919708261167	0.0
ti|347253|org|Streptococcus_salivarius_JIM8777	0.001561076549572146	0.0013559393852721677	256.0	0.0013559393852721677	0.0	0.00018902231951399082	0.00016612107089281213	31.36349206349204	0.0	0.0012394133443503407
ti|657323|org|Ruminococcus_sp._SR1/5	0.0009151694126421584	0.0029343375759405504	554.0	0.0029078543848219535	2.6483191118597026e-05	0.0009189288725617398	0.003648942349624026	688.9166666666665	0.0015889914671158216	0.0022034015010672725
ti|657321|org|Ruminococcus_bromii_L2-63	0.0006893962116736411	0.028114555691502605	5308.0	0.028114555691502605	0.0	0.00068940011691382	0.030058421919607625	5675.0	0.02975651354085562	0.00033368820809432254
